date,id,prices,price_diff,market_caps,market_caps_diff,total_volumes,total_volumes_diff,date,open,high,low
2015-05-23,bitcoin,1.0,0.0,451600.0,0.0,18579.0,-27662.0,2015-05-23,1.0,1.0,1.0
2015-05-27,bitcoin,1.0,0.0,451600.0,0.0,646.0,20.0,2015-05-27,1.0,1.0,1.0
2015-05-31,bitcoin,1.0,0.0,451600.0,0.0,4982.0,-19078.0,2015-05-31,1.0,1.0,1.0
2015-06-03,bitcoin,1.0,0.0,451600.0,0.0,49109.0,20986.0,2015-06-03,1.0,1.0,1.0
2015-06-07,bitcoin,1.0,0.0,451600.0,0.0,1547.0,1505.0,2015-06-07,1.0,1.0,1.0
2015-06-11,bitcoin,1.0,0.0,451600.0,0.0,335.0,-45350.0,2015-06-11,1.0,1.0,1.0
2015-06-15,bitcoin,1.0,0.0,451600.0,0.0,240065.0,238712.0,2015-06-15,1.0,1.0,1.0
2015-06-19,bitcoin,1.0,0.0,451600.0,0.0,2568.0,-30854.0,2015-06-19,1.0,1.0,1.0
2015-06-23,bitcoin,1.0,0.0,451600.0,0.0,20006.0,19638.0,2015-06-23,1.0,1.0,1.0
2015-06-27,bitcoin,1.0,0.0,451600.0,0.0,2313.0,418.0,2015-06-27,1.0,1.0,1.0
2015-06-30,bitcoin,1.0,0.0,451600.0,0.0,373659.0,372986.0,2015-06-30,1.0,1.0,1.0
2015-07-03,bitcoin,1.0,0.0,451600.0,0.0,1416.0,-8612.0,2015-07-03,1.0,1.0,1.0
2015-07-07,bitcoin,1.0,0.0,451600.0,0.0,10778.0,-641984.0,2015-07-07,1.0,1.0,1.0
2015-07-11,bitcoin,1.0,0.0,451600.0,0.0,1680.0,259.0,2015-07-11,1.0,1.0,1.0
2015-07-15,bitcoin,1.0,0.0,451600.0,0.0,31367.0,-210566.0,2015-07-15,1.0,1.0,1.0
2015-07-19,bitcoin,1.0,0.0,451600.0,0.0,1087.0,-55117.0,2015-07-19,1.0,1.0,1.0
2015-07-23,bitcoin,1.0,0.0,451600.0,0.0,1214.0,666.0,2015-07-23,1.0,1.0,1.0
2015-07-27,bitcoin,1.0,0.0,451600.0,0.0,463.0,455.0,2015-07-27,1.0,1.0,1.0
2015-07-31,bitcoin,1.0,0.0,451600.0,0.0,255.0,-232845.0,2015-07-31,1.0,1.0,1.0
2015-08-03,bitcoin,1.0,0.0,451600.0,0.0,200.0,-4203.0,2015-08-03,1.0,1.0,1.0
2015-08-07,bitcoin,1.0,0.0,451600.0,0.0,104034.0,91646.0,2015-08-07,1.0,1.0,1.0
2015-08-11,bitcoin,1.0,0.0,451600.0,0.0,387.0,26.0,2015-08-11,1.0,1.0,1.0
2015-08-15,bitcoin,1.0,0.0,451600.0,0.0,3700.0,3114.0,2015-08-15,1.0,1.0,1.0
2015-08-19,bitcoin,1.0,0.0,451600.0,0.0,106894.0,68013.0,2015-08-19,1.0,1.0,1.0
2015-08-23,bitcoin,1.0,0.0,451600.0,0.0,512.0,-2709.0,2015-08-23,1.0,1.0,1.0
2015-08-27,bitcoin,1.0,0.0,451600.0,0.0,1422.0,-30316.0,2015-08-27,1.0,1.0,1.0
2015-08-31,bitcoin,1.0,0.0,451600.0,0.0,3974.0,495.0,2015-08-31,1.0,1.0,1.0
